No,Yes,actual,tp,fp,sensitivity,fpr,specificity,precision,dataset,method,seed
0.5481927710843373,0.45180722891566266,No,1,0,0.02222222222222222,0,1,1,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,1,0.02222222222222222,0.02702702702702703,0.972972972972973,0.5,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,2,0.02222222222222222,0.05405405405405406,0.945945945945946,0.3333333333333333,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,3,0.02222222222222222,0.08108108108108109,0.9189189189189187,0.25,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,2,3,0.04444444444444444,0.08108108108108109,0.9189189189189187,0.4,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,2,4,0.04444444444444444,0.10810810810810811,0.8918918918918919,0.3333333333333333,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,2,5,0.04444444444444444,0.13513513513513514,0.8648648648648649,0.2857142857142857,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,3,5,0.06666666666666667,0.13513513513513514,0.8648648648648649,0.375,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,3,6,0.06666666666666667,0.16216216216216217,0.8378378378378378,0.3333333333333333,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,3,7,0.06666666666666667,0.1891891891891892,0.8108108108108107,0.3,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,4,7,0.08888888888888889,0.1891891891891892,0.8108108108108107,0.3636363636363637,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,5,7,0.1111111111111111,0.1891891891891892,0.8108108108108107,0.4166666666666667,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,8,0.1111111111111111,0.21621621621621623,0.7837837837837838,0.38461538461538464,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,9,0.1111111111111111,0.24324324324324328,0.7567567567567568,0.35714285714285715,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,10,0.1111111111111111,0.2702702702702703,0.7297297297297297,0.3333333333333333,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,6,10,0.13333333333333333,0.2702702702702703,0.7297297297297297,0.375,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,6,11,0.13333333333333333,0.2972972972972973,0.7027027027027026,0.35294117647058826,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,7,11,0.15555555555555556,0.2972972972972973,0.7027027027027026,0.3888888888888889,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,8,11,0.17777777777777778,0.2972972972972973,0.7027027027027026,0.42105263157894735,seq_gl_lambda,glmnet,100
0.5481927710843373,0.45180722891566266,No,9,11,0.2,0.2972972972972973,0.7027027027027026,0.45,seq_gl_lambda,glmnet,100
