Available,Unavailable,actual,tp,fp,sensitivity,fpr,specificity,precision,dataset,method,seed
0.8182100390853857,0.1817899609146143,Available,1,0,0.03846153846153846,0,1,1,data_gl_lambda,glmnet,100
0.8017586032765817,0.19824139672341837,Available,2,0,0.07692307692307693,0,1,1,data_gl_lambda,glmnet,100
0.7900468350633671,0.20995316493663285,Available,3,0,0.1153846153846154,0,1,1,data_gl_lambda,glmnet,100
0.783557894079465,0.21644210592053503,Available,4,0,0.15384615384615383,0,1,1,data_gl_lambda,glmnet,100
0.7753810326610503,0.2246189673389497,Available,5,0,0.19230769230769232,0,1,1,data_gl_lambda,glmnet,100
0.7712732897975723,0.22872671020242777,Available,6,0,0.2307692307692308,0,1,1,data_gl_lambda,glmnet,100
0.758667871649418,0.241332128350582,Available,7,0,0.2692307692307692,0,1,1,data_gl_lambda,glmnet,100
0.7583799399147676,0.2416200600852324,Available,8,0,0.3076923076923077,0,1,1,data_gl_lambda,glmnet,100
0.7438497782545818,0.25615022174541824,Unavailable,8,1,0.3076923076923077,0.09090909090909093,0.9090909090909092,0.8888888888888888,data_gl_lambda,glmnet,100
0.7390915651781516,0.2609084348218485,Available,9,1,0.34615384615384615,0.09090909090909093,0.9090909090909092,0.9,data_gl_lambda,glmnet,100
0.729723988456788,0.270276011543212,Available,10,1,0.38461538461538464,0.09090909090909093,0.9090909090909092,0.9090909090909092,data_gl_lambda,glmnet,100
0.7280782246213433,0.2719217753786567,Available,11,1,0.4230769230769231,0.09090909090909093,0.9090909090909092,0.9166666666666666,data_gl_lambda,glmnet,100
0.714172922579177,0.28582707742082303,Available,12,1,0.4615384615384616,0.09090909090909093,0.9090909090909092,0.9230769230769232,data_gl_lambda,glmnet,100
0.7096318045450718,0.2903681954549282,Available,13,1,0.5,0.09090909090909093,0.9090909090909092,0.9285714285714286,data_gl_lambda,glmnet,100
0.7057296473580578,0.29427035264194223,Available,14,1,0.5384615384615384,0.09090909090909093,0.9090909090909092,0.9333333333333332,data_gl_lambda,glmnet,100
0.6949580924928853,0.30504190750711474,Unavailable,14,2,0.5384615384615384,0.18181818181818185,0.8181818181818181,0.875,data_gl_lambda,glmnet,100
0.6913508578544323,0.30864914214556777,Available,15,2,0.5769230769230769,0.18181818181818185,0.8181818181818181,0.8823529411764706,data_gl_lambda,glmnet,100
0.6866318356479604,0.3133681643520396,Available,16,2,0.6153846153846154,0.18181818181818185,0.8181818181818181,0.8888888888888888,data_gl_lambda,glmnet,100
0.6847818968483295,0.3152181031516705,Available,17,2,0.6538461538461539,0.18181818181818185,0.8181818181818181,0.8947368421052632,data_gl_lambda,glmnet,100
0.6809908427258548,0.31900915727414525,Available,18,2,0.6923076923076923,0.18181818181818185,0.8181818181818181,0.9,data_gl_lambda,glmnet,100
0.6774651299671237,0.32253487003287623,Unavailable,18,3,0.6923076923076923,0.2727272727272727,0.7272727272727273,0.8571428571428571,data_gl_lambda,glmnet,100
0.6774599948094687,0.3225400051905313,Available,19,3,0.7307692307692307,0.2727272727272727,0.7272727272727273,0.8636363636363636,data_gl_lambda,glmnet,100
0.6743342517329142,0.32566574826708583,Available,20,3,0.7692307692307693,0.2727272727272727,0.7272727272727273,0.8695652173913043,data_gl_lambda,glmnet,100
0.674300437550768,0.325699562449232,Available,21,3,0.8076923076923077,0.2727272727272727,0.7272727272727273,0.875,data_gl_lambda,glmnet,100
0.6668682216591784,0.33313177834082164,Unavailable,21,4,0.8076923076923077,0.3636363636363637,0.6363636363636364,0.84,data_gl_lambda,glmnet,100
0.6602529962471049,0.33974700375289507,Unavailable,21,5,0.8076923076923077,0.4545454545454546,0.5454545454545454,0.8076923076923077,data_gl_lambda,glmnet,100
