perf_metric,perf_metric_diff,pvalue,lower,upper,feat,method,perf_metric_name,seed,dataset
0.5289855872668341,1.138945644379996e-4,0.3069306930693069,0.5287347451723369,0.5291763197866104,ability,glmnet,logLoss,100,data_avail_glmnet
0.5292104087855259,-1.109269542538538e-4,0.6831683168316832,0.5286866291679266,0.529575127051787,absence,glmnet,logLoss,100,data_avail_glmnet
0.5290932341462127,6.247685059412866e-6,0.46534653465346537,0.52898981563355,0.5292035126977729,absent,glmnet,logLoss,100,data_avail_glmnet
0.5290673256327649,3.215619850716056e-5,0.31683168316831684,0.5289173917925353,0.5292186600016371,absolute,glmnet,logLoss,100,data_avail_glmnet
0.5295905260067567,-4.910441754846229e-4,0.9207920792079208,0.5289331574156636,0.5303311085327982,abundance,glmnet,logLoss,100,data_avail_glmnet
0.5291058869304586,-6.405099186479468e-6,0.8514851485148515,0.5290961462267144,0.5291178226779478,abundances,glmnet,logLoss,100,data_avail_glmnet
0.5293833316496612,-2.838498183891369e-4,0.7623762376237624,0.5287826484830542,0.5301119215630336,abundant,glmnet,logLoss,100,data_avail_glmnet
0.5291408137787782,-4.1331947506106914e-5,0.8217821782178217,0.5290488071338207,0.5292224485949819,access,glmnet,logLoss,100,data_avail_glmnet
0.5295104667919803,-4.109849607082383e-4,0.7920792079207921,0.5285878927086108,0.5304609527835344,accession,glmnet,logLoss,100,data_avail_glmnet
0.529140627213059,-4.114538178690008e-5,0.8712871287128713,0.5290716192651259,0.5291772014584345,accordance,glmnet,logLoss,100,data_avail_glmnet
0.5300086231449866,-9.091413137145564e-4,0.9702970297029704,0.5290500101357748,0.5307128380251653,account,glmnet,logLoss,100,data_avail_glmnet
0.5294487661383397,-3.4928430706759883e-4,0.8415841584158416,0.5289666279136525,0.5297417288520585,accumulation,glmnet,logLoss,100,data_avail_glmnet
0.5291347999413413,-3.5318110069182396e-5,0.7821782178217822,0.5290891627710648,0.5292022481551119,acetate,glmnet,logLoss,100,data_avail_glmnet
0.5291135323212086,-1.405048993652347e-5,0.5742574257425742,0.5289986943478734,0.529197104652192,achieved,glmnet,logLoss,100,data_avail_glmnet
0.5290523403746117,4.714145666040448e-5,0.25742574257425743,0.5289620579106522,0.5291617944191223,acid,glmnet,logLoss,100,data_avail_glmnet
0.5291003803627786,-8.985315065324073e-7,0.6336633663366337,0.5290960906320771,0.5291034705649778,acids,glmnet,logLoss,100,data_avail_glmnet
0.5290819215338508,1.7560297421281845e-5,0.37623762376237624,0.5289887240298968,0.5291811733184336,acknowledge,glmnet,logLoss,100,data_avail_glmnet
0.5291662583690564,-6.67765377843077e-5,0.5544554455445545,0.5286035830375992,0.529899322023163,acknowledgments,glmnet,logLoss,100,data_avail_glmnet
0.5290068046281997,9.26772030723777e-5,0.25742574257425743,0.5287335471062481,0.5294741325735854,acquired,glmnet,logLoss,100,data_avail_glmnet
0.5291224305058846,-2.294867461249961e-5,0.5445544554455446,0.5290166087900602,0.5292408160337395,acquisition,glmnet,logLoss,100,data_avail_glmnet
0.5290995500893656,-6.825809351074241e-8,0.693069306930693,0.5290989681904059,0.5290998307830932,action,glmnet,logLoss,100,data_avail_glmnet
0.5290339973806153,6.54844506567942e-5,0.06930693069306931,0.5289912589107977,0.5291014376272127,activated,glmnet,logLoss,100,data_avail_glmnet
0.5296799347934684,-5.804529621963317e-4,0.9603960396039604,0.5289310876214691,0.530042859326702,activation,glmnet,logLoss,100,data_avail_glmnet
0.529464866271279,-3.653844400068884e-4,0.9603960396039604,0.52902632510505,0.5297592232239079,active,glmnet,logLoss,100,data_avail_glmnet
0.5291324662569841,-3.298442571197935e-5,0.37623762376237624,0.5289343338597362,0.5294608863177657,activities,glmnet,logLoss,100,data_avail_glmnet
0.5290770127734018,2.246905787028908e-5,0.3564356435643564,0.5289567167739572,0.5291505676159517,activity,glmnet,logLoss,100,data_avail_glmnet
0.5291895377490354,-9.00559177633431e-5,0.5346534653465347,0.5287552686886194,0.5298287707081489,acts,glmnet,logLoss,100,data_avail_glmnet
0.5293748602173926,-2.753783861204617e-4,1,0.5291411935894076,0.5296668250505344,acute,glmnet,logLoss,100,data_avail_glmnet
0.528987083006804,1.1239882446811844e-4,0.18811881188118812,0.5287151262002204,0.5291158037883199,adaptation,glmnet,logLoss,100,data_avail_glmnet
0.5294131812357282,-3.1369940445613587e-4,0.7425742574257426,0.528087847402428,0.5301638970441543,adapted,glmnet,logLoss,100,data_avail_glmnet
0.5287569289954669,3.425528358051988e-4,0.3069306930693069,0.5280793668914653,0.5298686631909488,adaptive,glmnet,logLoss,100,data_avail_glmnet
0.5285264382138181,5.730436174540277e-4,0.16831683168316833,0.5277204817102887,0.5299145179242759,added,glmnet,logLoss,100,data_avail_glmnet
0.5293720228713996,-2.7254104012752745e-4,0.9603960396039604,0.529044603139144,0.5295371270680518,adding,glmnet,logLoss,100,data_avail_glmnet
0.5302656767479226,-0.00116619491665048,0.9702970297029704,0.5290444903830054,0.5309278023674077,addition,glmnet,logLoss,100,data_avail_glmnet
