cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed,dataset
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,119,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,120,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,121,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,122,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,123,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,124,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,125,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,126,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,127,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,128,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,129,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,130,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,131,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,132,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,133,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,134,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,135,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,136,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,137,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,138,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,139,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,140,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,141,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,142,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,143,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,144,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,145,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,146,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,147,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,148,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,149,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,150,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,151,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,152,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,153,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,154,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,155,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,156,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,157,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,158,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,159,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,160,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,161,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,162,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,163,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,164,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,165,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,166,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,167,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,168,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,169,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,170,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,171,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,172,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,173,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,174,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,175,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,176,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,177,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,178,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,179,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,180,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,181,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,182,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,183,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,184,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,185,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,186,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,187,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,188,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,189,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,190,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,191,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,192,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,193,seq_gl_100s
0.5,0.688381227452862,0.5,0,0.548780487804878,0,0.708661417322835,1,0,0.548780487804878,NA,0.548780487804878,1,0.548780487804878,0.5,glmnet,194,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,195,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,196,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,197,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,198,seq_gl_100s
0.5,0.688381227452863,0.5,0,0.548780487804878,0,NA,0,1,NA,0.548780487804878,NA,0,0,0.5,glmnet,199,seq_gl_100s
