No,Yes,actual,tp,fp,sensitivity,fpr,specificity,precision,dataset,method,seed
0.5481927710843373,0.45180722891566266,No,1,0,0.02222222222222222,0,1,1,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,1,0.02222222222222222,0.02702702702702703,0.972972972972973,0.5,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,2,0.02222222222222222,0.05405405405405406,0.945945945945946,0.3333333333333333,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,1,3,0.02222222222222222,0.08108108108108109,0.9189189189189187,0.25,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,2,3,0.04444444444444444,0.08108108108108109,0.9189189189189187,0.4,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,2,4,0.04444444444444444,0.10810810810810811,0.8918918918918919,0.3333333333333333,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,2,5,0.04444444444444444,0.13513513513513514,0.8648648648648649,0.2857142857142857,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,3,5,0.06666666666666667,0.13513513513513514,0.8648648648648649,0.375,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,3,6,0.06666666666666667,0.16216216216216217,0.8378378378378378,0.3333333333333333,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,3,7,0.06666666666666667,0.1891891891891892,0.8108108108108107,0.3,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,4,7,0.08888888888888889,0.1891891891891892,0.8108108108108107,0.3636363636363637,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,5,7,0.1111111111111111,0.1891891891891892,0.8108108108108107,0.4166666666666667,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,8,0.1111111111111111,0.21621621621621623,0.7837837837837838,0.38461538461538464,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,9,0.1111111111111111,0.24324324324324328,0.7567567567567568,0.35714285714285715,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,5,10,0.1111111111111111,0.2702702702702703,0.7297297297297297,0.3333333333333333,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,6,10,0.13333333333333333,0.2702702702702703,0.7297297297297297,0.375,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,6,11,0.13333333333333333,0.2972972972972973,0.7027027027027026,0.35294117647058826,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,7,11,0.15555555555555556,0.2972972972972973,0.7027027027027026,0.3888888888888889,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,8,11,0.17777777777777778,0.2972972972972973,0.7027027027027026,0.42105263157894735,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,9,11,0.2,0.2972972972972973,0.7027027027027026,0.45,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,10,11,0.2222222222222222,0.2972972972972973,0.7027027027027026,0.47619047619047616,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,10,12,0.2222222222222222,0.32432432432432434,0.6756756756756757,0.4545454545454546,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,11,12,0.24444444444444444,0.32432432432432434,0.6756756756756757,0.4782608695652174,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,12,12,0.26666666666666666,0.32432432432432434,0.6756756756756757,0.5,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,12,13,0.26666666666666666,0.35135135135135137,0.6486486486486487,0.48,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,13,13,0.28888888888888886,0.35135135135135137,0.6486486486486487,0.5,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,13,14,0.28888888888888886,0.3783783783783784,0.6216216216216216,0.48148148148148145,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,14,14,0.3111111111111111,0.3783783783783784,0.6216216216216216,0.5,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,15,14,0.3333333333333333,0.3783783783783784,0.6216216216216216,0.5172413793103449,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,16,14,0.35555555555555557,0.3783783783783784,0.6216216216216216,0.5333333333333333,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,17,14,0.37777777777777777,0.3783783783783784,0.6216216216216216,0.5483870967741935,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,18,14,0.4,0.3783783783783784,0.6216216216216216,0.5625,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,18,15,0.4,0.40540540540540543,0.5945945945945945,0.5454545454545454,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,19,15,0.4222222222222222,0.40540540540540543,0.5945945945945945,0.5588235294117647,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,20,15,0.4444444444444444,0.40540540540540543,0.5945945945945945,0.5714285714285714,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,20,16,0.4444444444444444,0.43243243243243246,0.5675675675675675,0.5555555555555556,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,21,16,0.4666666666666667,0.43243243243243246,0.5675675675675675,0.5675675675675675,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,No,22,16,0.4888888888888889,0.43243243243243246,0.5675675675675675,0.5789473684210527,seq_gl_100s,glmnet,100
0.5481927710843373,0.45180722891566266,Yes,22,17,0.4888888888888889,0.4594594594594595,0.5405405405405406,0.5641025641025641,seq_gl_100s,glmnet,100
