perf_metric,perf_metric_diff,pvalue,names,method,perf_metric_name,seed,dataset
0.5899460218391501,-6.295699794200971e-5,0.8514851485148515,ability,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900662569428355,-1.8319210162742736e-4,0.8316831683168316,absence,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589716252473304,1.6681236790416776e-4,0.099009900990099,absent,glmnet,logLoss,100,seq_gl_10s_SLURM
0.59017897138832,-2.9590654711186826e-4,1,abundance,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900476807259991,-1.646158847909973e-4,0.9504950495049505,abundant,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899308927612743,-4.782792006619019e-5,0.99009900990099,access,glmnet,logLoss,100,seq_gl_10s_SLURM
0.590665783263304,-7.827184220958738e-4,0.99009900990099,accession,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589927390500902,-4.4325659693922326e-5,0.6336633663366337,accordance,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899766458697323,-9.358102852419226e-5,0.7920792079207921,account,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899209319534353,-3.786711222719674e-5,0.8910891089108911,accumulation,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898752053755939,7.859465614212802e-6,0.297029702970297,accurate,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898189276659183,6.413717528985785e-5,0.2079207920792079,acetate,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899117094212565,-2.8644580048364787e-5,0.5544554455445545,achieved,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899714609538512,-8.839611264310765e-5,0.9504950495049505,acid,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589772478731054,1.1058611015413168e-4,0.12871287128712872,acids,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899413754865634,-5.831064535533059e-5,0.7821782178217822,acknowledge,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5867847836078988,0.00309828123330935,0.0198019801980198,acknowledgments,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899335167508367,-5.045190962860158e-5,0.5841584158415841,acquired,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898972681561451,-1.4203314936955811e-5,0.6336633663366337,acquisition,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900780746174072,-1.950097761991287e-4,0.8613861386138614,action,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898972602347736,-1.419539356550814e-5,0.5247524752475248,activated,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900555288513923,-1.7246401018422564e-4,0.7722772277227723,activation,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900455019931323,-1.624371519242107e-4,0.8514851485148515,active,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899939198096602,-1.1085496845208986e-4,0.7722772277227723,activities,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900486797783188,-1.6561493711064745e-4,0.7722772277227723,activity,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898715356511998,1.1529190008352508e-5,0.45544554455445546,acts,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898388080177672,4.425682344089133e-5,0.2079207920792079,acute,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898794205659081,3.6442752999743537e-6,0.4752475247524752,adaptation,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899163813483327,-3.3316507124570016e-5,0.6831683168316832,adapted,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900184697618006,-1.3540492059249676e-4,0.8613861386138614,added,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898944246616226,-1.1359820414447164e-5,0.8712871287128713,adding,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898156463986441,6.741844256397123e-5,0.27722772277227725,addition,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5897972744112472,8.579042996093023e-5,0.297029702970297,additional,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899396697143099,-5.66048731017732e-5,0.6732673267326733,additionally,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900729602385999,-1.8989539739178163e-4,0.7722772277227723,address,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5896533443338289,2.2972050737923855e-4,0.27722772277227725,adjacent,glmnet,logLoss,100,seq_gl_10s_SLURM
0.590067542505908,-1.8447766469986693e-4,0.9801980198019802,adjusted,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900637330751879,-1.8066823397977497e-4,0.9603960396039604,administered,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899042889473993,-2.1224106191208847e-5,0.7425742574257426,administration,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899429924528231,-5.9927611614996046e-5,0.8316831683168316,advantage,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5902628207392819,-3.797558980738191e-4,0.801980198019802,affect,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898781336192509,4.931221957216181e-6,0.45544554455445546,affected,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5897563717998817,1.266930413263978e-4,0.0099009900990099,affecting,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5897767428982725,1.0632194293558328e-4,0.099009900990099,affects,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898944846315773,-1.1419790369227025e-5,0.6831683168316832,affinity,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899163027199712,-3.3237878763081596e-5,0.7425742574257426,agar,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899607857572291,-7.772091602098463e-5,0.7722772277227723,agarose,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589928561570758,-4.5496729549898696e-5,0.7227722772277227,agent,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5906144436478693,-7.31378806661187e-4,1,agents,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5897381073810319,1.4495746017617606e-4,0.1782178217821782,agreement,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899173168142658,-3.4251973057730645e-5,0.9603960396039604,albumin,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898778643409663,5.20050024177543e-6,0.4455445544554455,aldrich,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589932678813075,-4.961397186686867e-5,0.7326732673267327,algorithm,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899517086941592,-6.864385295113351e-5,0.6138613861386139,aligned,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5891045491944208,7.785156467873255e-4,0.27722772277227725,alignment,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898996050716666,-1.6540230458494953e-5,0.7722772277227723,aliquots,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5901417318077329,-2.586669665247676e-4,0.9702970297029704,allowed,glmnet,logLoss,100,seq_gl_10s_SLURM
0.590257616155892,-3.745513146838908e-4,0.99009900990099,allowing,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5897659972972977,1.1706754391038744e-4,0.22772277227722773,alpha,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898504253715309,3.2639469677242516e-5,0.1188118811881188,alter,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898527742205121,3.0290620696038495e-5,0.1782178217821782,altered,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5898668102287234,1.625461248466742e-5,0.4455445544554455,alternative,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900491023603613,-1.6603751915322815e-4,0.9108910891089108,alternatively,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900119248249983,-1.2885998379019714e-4,0.6138613861386139,american,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899123552756425,-2.9290434434336987e-5,0.8217821782178217,amino,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5901607497236238,-2.776848824156408e-4,0.900990099009901,amount,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5899748624033752,-9.179756216703971e-5,0.8811881188118812,amounts,glmnet,logLoss,100,seq_gl_10s_SLURM
0.589895919456306,-1.2854615097923627e-5,0.5445544554455446,ampicillin,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900989772480931,-2.1591240688501043e-4,0.8118811881188119,amplification,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900267038046533,-1.4363896344515847e-4,0.900990099009901,amplified,glmnet,logLoss,100,seq_gl_10s_SLURM
0.5900137524389872,-1.306875977791222e-4,0.6039603960396039,amplify,glmnet,logLoss,100,seq_gl_10s_SLURM
